,_id,TransactionID,CustomerID,ProductID,Quantity,Price,Discount,CustomerLocation,CustomerAge,CustomerIncomeGroup,CustomerLoyaltyScore,ProductCategory_Beauty,ProductCategory_Books,ProductCategory_Clothing,ProductCategory_Electronics,ProductCategory_Home & Kitchen,ProductCategory_Sports,ProductCategory_Toys,PaymentMethod_Bank Transfer,PaymentMethod_Cash on Delivery,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_PayPal,CustomerGender_Female,CustomerGender_Male,CustomerGender_Other,Year,Month,Day,Weekday,Hour
31,68f24604b498e3d7cc23ddb7,458,3914,180,4,-0.2171905740558252,0.27,East Patricia,1.105640306587581,2,1.1619232279610157,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2024,4,29,0,16
32,68f24604b498e3d7cc23ddbe,465,1698,712,1,0.5499495719569998,0.07,Brownshire,0.839522182082107,1,1.5703967593578345,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2023,9,19,1,1
33,68f24604b498e3d7cc23ddc8,475,5946,152,2,0.07592109294009852,0.12,Port Angelatown,1.1721698377139496,2,1.331543592693593,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2024,2,18,6,15
34,68f24604b498e3d7cc23ddd4,487,3156,452,2,0.814960357731672,0.09,Jaychester,1.5048174933457918,1,0.6544467898019174,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2024,7,20,5,10
35,68f24604b498e3d7cc23dc01,20,4385,427,1,1.3397304032112043,0.28,Annaborough,0.1742268708184223,0,0.25428119463689874,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2024,5,19,6,13
36,68f24604b498e3d7cc23dc02,21,7396,150,2,-1.2648178575060167,0.04,Ramirezburgh,1.105640306587581,1,-0.3089276490771893,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2024,5,13,0,10
37,68f24604b498e3d7cc23dc05,24,8849,385,4,-1.3637273948738864,0.15,Lake Brittneyland,0.10769733969205383,2,-1.081565718634561,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2024,8,5,0,14
38,68f24604b498e3d7cc23dc09,28,3734,231,3,0.04295124715080889,0.05,South Susan,-0.6241275026979994,0,0.9438399018762735,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2024,8,4,6,12
39,68f24604b498e3d7cc23dc1c,47,1775,561,1,1.5523998198794617,0.26,South Cathy,-0.7571865649507364,0,-0.43181587250589304,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2023,9,24,6,6
40,68f24604b498e3d7cc23dc35,72,5859,371,3,-1.1480670428281194,0.06,North Keithbury,-1.6220704695935266,2,0.7167563115404151,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2024,5,17,4,11
41,68f24604b498e3d7cc23dc39,76,8208,397,4,0.21044362829133667,0.08,North Leetown,-0.7571865649507364,1,-1.622966229740175,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2023,11,18,5,9
42,68f24604b498e3d7cc23dc57,106,1502,689,4,-1.307351740839668,0.08,Mcgeebury,-1.6886000007198951,2,-0.8942909894094097,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2024,4,18,3,16
43,68f24604b498e3d7cc23dc60,115,2484,245,4,1.1253568489441328,0.28,East Dawn,1.6378765555985288,2,1.0819593417299438,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2024,2,7,2,8
44,68f24604b498e3d7cc23dc64,119,8408,203,2,-1.1820802381677034,0.21,Port Joseph,0.5068745264502647,0,0.47340301275061575,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2024,4,3,2,17
45,68f24604b498e3d7cc23dc66,121,6116,786,4,-0.8965850228889259,0.06,Wilkinsberg,-0.8902456272034733,1,0.7406416282068397,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2024,4,7,6,13
46,68f24604b498e3d7cc23dc6b,126,7892,227,2,0.34920911848043673,0.07,New Aaronville,0.37381546419752776,0,-1.548540967663636,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2023,12,30,5,14
47,68f24604b498e3d7cc23dc78,139,8392,945,4,0.8060918865541733,0.18,Connerborough,-0.9567751583298418,0,0.14835500768145252,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2024,8,1,3,4
48,68f24604b498e3d7cc23dc7d,144,9901,703,1,-1.4907725917813508,0.24,Scottside,1.4382879622194233,2,-0.10953717951399632,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2023,10,29,6,17
49,68f24604b498e3d7cc23dc87,154,4763,195,1,0.09449271493533158,0.05,Port Sarah,-1.6220704695935266,2,-1.6613904348122486,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2023,11,28,1,1
50,68f24604b498e3d7cc23dc8e,161,8280,281,3,-1.4541162442476887,0.07,Stevensmouth,1.3052288999666863,1,-0.5772047565623879,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2023,9,17,6,2
51,68f24604b498e3d7cc23dc9c,175,6535,843,1,1.459819936450042,0.16,Serranoview,-0.4910684404452625,2,-1.2418396551063637,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2023,9,30,5,18
52,68f24604b498e3d7cc23dcba,205,6759,807,3,-0.080790009514058,0.28,Brownberg,1.6378765555985288,2,-1.7067379200774884,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2024,5,12,6,3
53,68f24604b498e3d7cc23dcd4,231,6539,187,3,-0.33540207810413386,0.14,Margarettown,1.7044060867248974,1,-1.0798348985862696,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2023,12,9,5,21
54,68f24604b498e3d7cc23dcd9,236,1098,935,1,-0.3928558600069893,0.05,Shepherdstad,0.972581244334844,0,-1.6098119973731588,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2023,9,12,1,4
55,68f24604b498e3d7cc23dcef,258,2693,908,4,0.8410440964890217,0.05,New Derek,-1.2894228139616841,0,0.06527564536345558,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2023,12,3,6,0
56,68f24604b498e3d7cc23dcfd,272,8339,870,4,0.8145430179115544,0.01,Robertville,-1.4890114073407896,0,0.13070064318887822,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,2024,3,8,4,16
57,68f24604b498e3d7cc23dd04,279,1301,396,3,1.6035587261622097,0.03,Kimberlyland,0.6399335887030017,0,-1.4786158377126553,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2024,1,18,3,5
58,68f24604b498e3d7cc23dd07,282,1699,592,3,1.092073998289755,0.12,North Taylor,-1.2228932828353158,1,1.7150933153950123,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2024,3,25,0,3
59,68f24604b498e3d7cc23dd0b,286,3975,835,4,1.319802426800589,0.22,South Jamesburgh,-0.6906570338243679,0,-0.07457461453850599,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2023,10,15,6,23
60,68f24604b498e3d7cc23dd28,315,1537,288,4,1.134190541803289,0.25,Westview,0.5734040575766332,1,0.42320923135015914,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2023,10,27,4,0
61,68f24604b498e3d7cc23dd29,316,6986,339,2,-0.73566574391525,0.06,Rhondaberg,0.24075640194479078,0,-1.4685770814325638,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2024,2,9,4,13
62,68f24604b498e3d7cc23dd2b,318,9716,186,2,0.2909902135740323,0.23,North Kevin,1.238699368840318,1,-1.0670268302289116,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2024,1,21,6,10
63,68f24604b498e3d7cc23dd3f,338,8509,697,3,0.6885411705543844,0.17,New Heatherton,-1.5555409384671581,0,0.7375261521199146,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2024,6,27,3,13
64,68f24604b498e3d7cc23dd4e,353,8079,993,4,0.591613997332073,0.04,Matthewtown,0.04116780856568535,0,-1.693237523700814,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2023,11,15,2,17
65,68f24604b498e3d7cc23dd5b,366,3838,931,2,0.7706180018441776,0.07,Jacobfurt,-1.0233046894562103,1,0.2477040784533905,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2023,9,29,4,13
66,68f24604b498e3d7cc23dd6b,382,9130,864,1,-0.6543192573106622,0.14,Lake Michaelborough,0.972581244334844,0,-0.4217771162258018,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2024,3,21,3,3
67,68f24604b498e3d7cc23dd9b,430,9306,761,3,0.08948463709392065,0.1,Josephburgh,0.37381546419752776,0,-0.17115437323317745,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2024,3,19,1,17
68,68f24604b498e3d7cc23dda0,435,8668,973,2,-1.2239533334528356,0.2,Figueroachester,-0.0918912536870516,2,-0.08426720680893901,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2023,12,24,6,11
69,68f24604b498e3d7cc23ddb6,457,6644,570,2,-0.6605445762940829,0.05,Christopherton,1.5713470244721603,0,1.5433959666044854,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2024,8,19,0,6
70,68f24604b498e3d7cc23ddd0,483,8651,340,2,0.8212552333517793,0.09,Port Alexiston,1.1721698377139496,1,0.6412925574349014,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2023,12,26,1,10
71,68f24604b498e3d7cc23ddd8,491,7541,221,3,-0.5410462744670785,0.27,Clementsshire,-1.4224818762144211,2,-1.0545649258812122,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2024,1,1,0,19
72,68f24604b498e3d7cc23ddd9,492,5729,194,2,-0.9688195900876128,0.16,Lake Mitchellstad,-0.1584207848134201,1,-0.058651070094223205,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2024,1,29,0,9
73,68f24604b498e3d7cc23dbf0,3,6390,430,2,0.1513552654263539,0.24,West Carrieview,1.1721698377139496,2,0.137970087391703,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2023,12,4,0,5
74,68f24604b498e3d7cc23dc0c,31,2899,299,1,-0.48620086643995786,0.06,Lake Billy,-1.3559523450880526,0,1.4229308912433898,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2024,1,10,2,2
75,68f24604b498e3d7cc23dc2f,66,8892,338,4,-1.3100992279887755,0.18,Dianeshire,0.7729926509557387,2,-1.2300700787779808,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2024,1,24,2,11
76,68f24604b498e3d7cc23dc36,73,7331,982,1,-0.8666756691138314,0.09,Wrightland,1.5048174933457918,1,1.2283867178154133,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2024,8,30,4,9
77,68f24604b498e3d7cc23dc3c,79,1064,577,2,-0.3085879946615783,0.22,North Bobbyburgh,0.1742268708184223,1,0.26535844294596506,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2024,2,4,6,15
78,68f24604b498e3d7cc23dc42,85,6258,333,4,1.0239432726555575,0.24,North Teresa,-0.22495031593978856,1,-0.4383929886894011,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2024,1,11,3,2
79,68f24604b498e3d7cc23dc46,89,6892,634,2,-1.2769207122894268,0.04,Stevenview,1.105640306587581,1,0.4408635958427337,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2023,10,31,1,22
80,68f24604b498e3d7cc23dc49,92,4099,997,4,-0.8963067963421807,0.1,Obrienstad,-1.0898342205825788,1,-1.688737391575256,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2024,7,11,3,13
81,68f24604b498e3d7cc23dc6a,125,7374,796,2,-1.5668327739977825,0.1,Port Timothy,-1.4890114073407896,1,0.7513727125062472,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2024,1,17,2,5
82,68f24604b498e3d7cc23dc6d,128,4242,927,3,0.6973400850951968,0.26,Carpentertown,-1.0233046894562103,2,0.5540592270010047,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2024,4,14,6,12
83,68f24604b498e3d7cc23dc7a,141,7776,620,1,1.2715996775770069,0.04,North Dana,1.1721698377139496,2,-1.1674143930298246,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2023,9,13,2,22
84,68f24604b498e3d7cc23dc8b,158,2291,895,2,-0.7858856356027338,0.29,Angelaland,0.7064631198293702,0,-0.6661689070445762,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2024,2,2,4,21
85,68f24604b498e3d7cc23dc99,172,6172,437,2,1.1857320095878117,0.25,New Christopher,-0.6906570338243679,2,-0.8295583196033037,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2024,4,11,3,23
86,68f24604b498e3d7cc23dcb8,203,3976,926,1,0.12909714168674893,0.01,Sherrymouth,1.6378765555985288,2,0.7780273412499382,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2023,9,5,1,19
87,68f24604b498e3d7cc23dcdb,238,3961,248,2,0.6148111356669425,0.05,Munozport,-0.0918912536870516,0,0.3982854226547601,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2024,3,23,5,21
88,68f24604b498e3d7cc23dce8,251,5496,225,4,-0.1445386670370205,0.17,Robinsonville,0.10769733969205383,2,1.3993917385866241,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2023,11,5,6,2
89,68f24604b498e3d7cc23dcf0,259,4436,123,3,1.406469996111676,0.13,South Michael,-0.8237160960771048,0,0.7686809129891632,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2024,5,17,4,14
90,68f24604b498e3d7cc23dd11,292,2816,360,2,0.12579320144415115,0.08,South Jeremiahtown,-0.22495031593978856,2,0.22797272990286646,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2023,9,26,1,12
91,68f24604b498e3d7cc23dd16,297,2895,759,4,0.9658982593408689,0.06,East Ana,-1.2228932828353158,0,-1.6440822343293326,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2024,8,25,6,15
92,68f24604b498e3d7cc23dd32,325,7655,921,2,-0.10746497968324097,0.27,East Georgeland,0.37381546419752776,2,-0.6246292258855778,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2024,5,25,5,6
93,68f24604b498e3d7cc23dd33,326,9173,103,2,0.1390785190512281,0.23,Lake Allisonside,0.7064631198293702,1,-0.43873915269905955,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2024,1,7,6,8
94,68f24604b498e3d7cc23dd3d,336,7293,179,3,1.6028979381136905,0.28,Port Markburgh,1.3052288999666863,0,1.6718228141877223,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2024,8,15,3,8
95,68f24604b498e3d7cc23dd4b,350,8027,711,3,1.5409577531445706,0.04,Port Desireestad,-0.22495031593978856,0,1.4350466315814308,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2023,9,24,6,21
96,68f24604b498e3d7cc23dd59,364,9308,956,1,-0.7618190393092859,0.08,North Andrewbury,-0.6241275026979994,1,1.2533105265108122,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2023,12,27,2,13
97,68f24604b498e3d7cc23dd5c,367,2150,992,1,0.7135120031247536,0.08,Lake Megan,-1.6886000007198951,1,-0.1264992159872541,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,2023,11,21,1,17
98,68f24604b498e3d7cc23dd60,371,2081,647,3,1.6998598896543449,0.18,Luceroburgh,-0.9567751583298418,1,-0.37296799086397864,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2024,6,17,0,6
99,68f24604b498e3d7cc23dddb,494,6334,949,3,-0.6654830974988079,0.12,North Teresa,-0.6241275026979994,1,0.8154130542930368,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2024,6,9,6,21
100,68f24604b498e3d7cc23dbee,1,8270,295,1,1.0440103623395451,0.13,New Juan,0.1742268708184223,1,1.1546537837581912,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2023,12,22,4,10
101,68f24604b498e3d7cc23dbfb,14,3433,536,1,0.20042747260851443,0.15,West Marissa,-0.5575979715716309,0,0.6710626622655169,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2023,12,2,5,7
102,68f24604b498e3d7cc23dc26,57,7873,141,3,1.091378431922892,0.0,Hamiltonburgh,-0.0918912536870516,1,-0.33454378579190486,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2024,1,20,5,23
103,68f24604b498e3d7cc23dc2e,65,7439,487,3,1.4411787578181225,0.19,Mariachester,0.24075640194479078,0,-0.9410231307132829,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2024,5,29,2,0
104,68f24604b498e3d7cc23dc4e,97,3454,586,4,-0.7973624806559677,0.16,Barbaratown,0.9060517132084756,0,1.5132796977642113,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2024,3,10,6,10
105,68f24604b498e3d7cc23dc62,117,1863,173,1,1.3495726673023105,0.09,Greenstad,0.839522182082107,0,0.36124587362131977,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2024,7,14,6,5
106,68f24604b498e3d7cc23dc63,118,3790,395,4,1.3902632997637763,0.28,Brendafurt,-1.1563637517089473,2,-0.9122915179116424,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2024,5,7,1,1
107,68f24604b498e3d7cc23dc70,131,7668,799,1,-0.15959767887959717,0.05,Port Michael,1.1721698377139496,2,-1.451268880949648,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2024,3,4,0,1
108,68f24604b498e3d7cc23dc74,135,4627,597,1,-0.22696328151024556,0.17,Jeremymouth,-0.1584207848134201,0,-0.6779384833729591,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2023,10,1,6,13
109,68f24604b498e3d7cc23dc79,140,2306,353,4,1.205938212545172,0.23,Susanton,1.1721698377139496,1,0.918223765161558,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2024,7,9,1,5
110,68f24604b498e3d7cc23dc7e,145,6575,310,1,1.5902038519184472,0.1,West Elizabeth,1.6378765555985288,2,-1.5263864710455033,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2024,5,5,6,9
111,68f24604b498e3d7cc23dcd0,227,5499,540,4,-1.0506181948306612,0.22,Maryville,-0.5575979715716309,2,0.7832198013948127,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,2024,2,5,0,22
112,68f24604b498e3d7cc23dcd6,233,9445,532,1,1.4363445715684273,0.09,Natalietown,0.24075640194479078,1,-0.015034404877274851,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2024,1,13,5,13
113,68f24604b498e3d7cc23dcf3,262,4354,469,2,-1.2903451431698763,0.04,Greeneshire,0.6399335887030017,1,0.6489081656473844,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2023,10,24,1,7
114,68f24604b498e3d7cc23dd0c,287,7102,679,2,0.9717757951408582,0.24,Webbtown,1.3052288999666863,0,-1.0016018324034892,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2024,1,1,0,17
115,68f24604b498e3d7cc23dd37,330,6919,453,4,1.424798169878507,0.05,North Christophertown,0.5068745264502647,1,0.6322922931837849,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2024,2,18,6,22
116,68f24604b498e3d7cc23dd4f,354,8987,524,2,-1.2846762772799454,0.22,Fuenteston,-1.4890114073407896,0,0.4277093634757174,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2024,1,24,2,1
117,68f24604b498e3d7cc23dd64,375,1559,480,2,-0.983843823611846,0.12,Brownshire,0.6399335887030017,0,0.36055354560200326,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2023,10,20,4,12
118,68f24604b498e3d7cc23dd8d,416,9002,958,2,0.8243505036843181,0.14,Lake Gregoryberg,0.5068745264502647,2,-0.4435854488342761,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2024,2,10,5,11
119,68f24604b498e3d7cc23dd92,421,5380,277,3,0.48101894500091025,0.2,Ryanberg,1.5048174933457918,0,0.6097916325559943,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2023,12,9,5,13
120,68f24604b498e3d7cc23dd94,423,6726,513,1,-1.1396854681074247,0.12,New Bettyland,0.5734040575766332,0,0.24666558642441574,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2023,9,6,2,10
