,_id,TransactionID,CustomerID,ProductID,Quantity,Price,Discount,TransactionDate,CustomerLocation,CustomerAge,CustomerIncomeGroup,CustomerLoyaltyScore,ProductCategory_Beauty,ProductCategory_Books,ProductCategory_Clothing,ProductCategory_Electronics,ProductCategory_Home & Kitchen,ProductCategory_Sports,ProductCategory_Toys,PaymentMethod_Bank Transfer,PaymentMethod_Cash on Delivery,PaymentMethod_Credit Card,PaymentMethod_Debit Card,PaymentMethod_PayPal,CustomerGender_Female,CustomerGender_Male,CustomerGender_Other
37,68f24604b498e3d7cc23dc05,24,8849,385,4,109.35,0.15,2024-08-05T14:07:57,Lake Brittneyland,45,2,18.76,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
38,68f24604b498e3d7cc23dc09,28,3734,231,3,513.82,0.05,2024-08-04T12:39:59,South Susan,34,0,77.27,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
39,68f24604b498e3d7cc23dc1c,47,1775,561,1,947.84,0.26,2023-09-24T06:40:27,South Cathy,32,0,37.53,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
40,68f24604b498e3d7cc23dc35,72,5859,371,3,171.36,0.06,2024-05-17T11:31:46,North Keithbury,19,2,70.71,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
41,68f24604b498e3d7cc23dc39,76,8208,397,4,561.98,0.08,2023-11-18T09:04:34,North Leetown,32,1,3.12,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
42,68f24604b498e3d7cc23dc57,106,1502,689,4,125.56,0.08,2024-04-18T16:31:26,Mcgeebury,18,2,24.17,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
43,68f24604b498e3d7cc23dc60,115,2484,245,4,825.05,0.28,2024-02-07T08:17:42,East Dawn,68,2,81.26,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
44,68f24604b498e3d7cc23dc64,119,8408,203,2,161.58,0.21,2024-04-03T17:14:28,Port Joseph,51,0,63.68,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
45,68f24604b498e3d7cc23dc66,121,6116,786,4,243.67,0.06,2024-04-07T13:33:01,Wilkinsberg,30,1,71.4,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
46,68f24604b498e3d7cc23dc6b,126,7892,227,2,601.88,0.07,2023-12-30T14:20:22,New Aaronville,49,0,5.27,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
47,68f24604b498e3d7cc23dc78,139,8392,945,4,733.25,0.18,2024-08-01T04:47:00,Connerborough,29,0,54.29,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
48,68f24604b498e3d7cc23dc7d,144,9901,703,1,72.82,0.24,2023-10-29T17:39:03,Scottside,65,2,46.84,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
49,68f24604b498e3d7cc23dc87,154,4763,195,1,528.64,0.05,2023-11-28T01:53:30,Port Sarah,19,2,2.01,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
50,68f24604b498e3d7cc23dc8e,161,8280,281,3,83.36,0.07,2023-09-17T02:28:34,Stevensmouth,63,1,33.33,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
51,68f24604b498e3d7cc23dc9c,175,6535,843,1,921.22,0.16,2023-09-30T18:35:43,Serranoview,36,2,14.13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
52,68f24604b498e3d7cc23dcba,205,6759,807,3,478.24,0.28,2024-05-12T03:25:07,Brownberg,68,2,0.7,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
53,68f24604b498e3d7cc23dcd4,231,6539,187,3,405.03,0.14,2023-12-09T21:07:42,Margarettown,69,1,18.81,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
54,68f24604b498e3d7cc23dcd9,236,1098,935,1,388.51,0.05,2023-09-12T04:40:18,Shepherdstad,58,0,3.5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
55,68f24604b498e3d7cc23dcef,258,2693,908,4,743.3,0.05,2023-12-03T00:31:43,New Derek,24,0,51.89,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
56,68f24604b498e3d7cc23dcfd,272,8339,870,4,735.68,0.01,2024-03-08T16:58:39,Robertville,21,0,53.78,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
57,68f24604b498e3d7cc23dd04,279,1301,396,3,962.55,0.03,2024-01-18T05:07:19,Kimberlyland,53,0,7.29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
58,68f24604b498e3d7cc23dd07,282,1699,592,3,815.48,0.12,2024-03-25T03:22:21,North Taylor,25,1,99.55,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
59,68f24604b498e3d7cc23dd0b,286,3975,835,4,880.96,0.22,2023-10-15T23:53:25,South Jamesburgh,33,0,47.85,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
60,68f24604b498e3d7cc23dd28,315,1537,288,4,827.59,0.25,2023-10-27T00:28:01,Westview,52,1,62.23,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
61,68f24604b498e3d7cc23dd29,316,6986,339,2,289.94,0.06,2024-02-09T13:23:11,Rhondaberg,47,0,7.58,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
62,68f24604b498e3d7cc23dd2b,318,9716,186,2,585.14,0.23,2024-01-21T10:48:12,North Kevin,62,1,19.18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
63,68f24604b498e3d7cc23dd3f,338,8509,697,3,699.45,0.17,2024-06-27T13:42:10,New Heatherton,20,0,71.31,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
64,68f24604b498e3d7cc23dd4e,353,8079,993,4,671.58,0.04,2023-11-15T17:09:19,Matthewtown,44,0,1.09,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
65,68f24604b498e3d7cc23dd5b,366,3838,931,2,723.05,0.07,2023-09-29T13:48:25,Jacobfurt,28,1,57.16,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
66,68f24604b498e3d7cc23dd6b,382,9130,864,1,313.33,0.14,2024-03-21T03:38:19,Lake Michaelborough,58,0,37.82,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
67,68f24604b498e3d7cc23dd9b,430,9306,761,3,527.2,0.1,2024-03-19T17:00:32,Josephburgh,49,0,45.06,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
68,68f24604b498e3d7cc23dda0,435,8668,973,2,149.54,0.2,2023-12-24T11:33:10,Figueroachester,42,2,47.57,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
69,68f24604b498e3d7cc23ddb6,457,6644,570,2,311.54,0.05,2024-08-19T06:16:35,Christopherton,67,0,94.59,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
70,68f24604b498e3d7cc23ddd0,483,8651,340,2,737.61,0.09,2023-12-26T10:27:57,Port Alexiston,61,1,68.53,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
71,68f24604b498e3d7cc23ddd8,491,7541,221,3,345.9,0.27,2024-01-01T19:53:02,Clementsshire,22,2,19.54,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
72,68f24604b498e3d7cc23ddd9,492,5729,194,2,222.9,0.16,2024-01-29T09:21:56,Lake Mitchellstad,41,1,48.31,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
73,68f24604b498e3d7cc23dbf0,3,6390,430,2,544.99,0.24,2023-12-04T05:22:59,West Carrieview,61,2,53.99,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
74,68f24604b498e3d7cc23dc0c,31,2899,299,1,361.67,0.06,2024-01-10T02:42:31,Lake Billy,23,0,91.11,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
75,68f24604b498e3d7cc23dc2f,66,8892,338,4,124.77,0.18,2024-01-24T11:31:26,Dianeshire,55,2,14.47,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
76,68f24604b498e3d7cc23dc36,73,7331,982,1,252.27,0.09,2024-08-30T09:51:53,Wrightland,66,1,85.49,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
77,68f24604b498e3d7cc23dc3c,79,1064,577,2,412.74,0.22,2024-02-04T15:59:47,North Bobbyburgh,46,1,57.67,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
78,68f24604b498e3d7cc23dc42,85,6258,333,4,795.89,0.24,2024-01-11T02:24:44,North Teresa,40,1,37.34,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
79,68f24604b498e3d7cc23dc46,89,6892,634,2,134.31,0.04,2023-10-31T22:50:12,Stevenview,60,1,62.74,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
80,68f24604b498e3d7cc23dc49,92,4099,997,4,243.75,0.1,2024-07-11T13:00:52,Obrienstad,27,1,1.22,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
81,68f24604b498e3d7cc23dc6a,125,7374,796,2,50.95,0.1,2024-01-17T05:29:57,Port Timothy,21,1,71.71,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
82,68f24604b498e3d7cc23dc6d,128,4242,927,3,701.98,0.26,2024-04-14T12:41:10,Carpentertown,28,2,66.01,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
83,68f24604b498e3d7cc23dc7a,141,7776,620,1,867.1,0.04,2023-09-13T22:13:03,North Dana,61,2,16.28,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
84,68f24604b498e3d7cc23dc8b,158,2291,895,2,275.5,0.29,2024-02-02T21:04:58,Angelaland,54,0,30.76,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
85,68f24604b498e3d7cc23dc99,172,6172,437,2,842.41,0.25,2024-04-11T23:00:28,New Christopher,33,2,26.04,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
86,68f24604b498e3d7cc23dcb8,203,3976,926,1,538.59,0.01,2023-09-05T19:50:55,Sherrymouth,68,2,72.48,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
87,68f24604b498e3d7cc23dcdb,238,3961,248,2,678.25,0.05,2024-03-23T21:57:33,Munozport,42,0,61.51,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
88,68f24604b498e3d7cc23dce8,251,5496,225,4,459.91,0.17,2023-11-05T02:47:45,Robinsonville,45,2,90.43,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
89,68f24604b498e3d7cc23dcf0,259,4436,123,3,905.88,0.13,2024-05-17T14:45:31,South Michael,31,0,72.21,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
90,68f24604b498e3d7cc23dd11,292,2816,360,2,537.64,0.08,2023-09-26T12:40:44,South Jeremiahtown,40,2,56.59,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
91,68f24604b498e3d7cc23dd16,297,2895,759,4,779.2,0.06,2024-08-25T15:17:46,East Ana,25,0,2.51,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
92,68f24604b498e3d7cc23dd32,325,7655,921,2,470.57,0.27,2024-05-25T06:41:42,East Georgeland,49,2,31.96,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
93,68f24604b498e3d7cc23dd33,326,9173,103,2,541.46,0.23,2024-01-07T08:12:54,Lake Allisonside,54,1,37.33,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
94,68f24604b498e3d7cc23dd3d,336,7293,179,3,962.36,0.28,2024-08-15T08:23:17,Port Markburgh,63,0,98.3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
95,68f24604b498e3d7cc23dd4b,350,8027,711,3,944.55,0.04,2023-09-24T21:43:21,Port Desireestad,40,0,91.46,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
96,68f24604b498e3d7cc23dd59,364,9308,956,1,282.42,0.08,2023-12-27T13:30:59,North Andrewbury,34,1,86.21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
97,68f24604b498e3d7cc23dd5c,367,2150,992,1,706.63,0.08,2023-11-21T17:22:56,Lake Megan,18,1,46.35,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
98,68f24604b498e3d7cc23dd60,371,2081,647,3,990.24,0.18,2024-06-17T06:18:04,Luceroburgh,29,1,39.23,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
99,68f24604b498e3d7cc23dddb,494,6334,949,3,310.12,0.12,2024-06-09T21:32:12,North Teresa,34,1,73.56,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
100,68f24604b498e3d7cc23dbee,1,8270,295,1,801.66,0.13,2023-12-22T10:35:26,New Juan,46,1,83.36,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
101,68f24604b498e3d7cc23dbfb,14,3433,536,1,559.1,0.15,2023-12-02T07:44:27,West Marissa,35,0,69.39,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
102,68f24604b498e3d7cc23dc26,57,7873,141,3,815.28,0.0,2024-01-20T23:33:22,Hamiltonburgh,42,1,40.34,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
103,68f24604b498e3d7cc23dc2e,65,7439,487,3,915.86,0.19,2024-05-29T00:19:35,Mariachester,47,0,22.82,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
104,68f24604b498e3d7cc23dc4e,97,3454,586,4,272.2,0.16,2024-03-10T10:53:38,Barbaratown,57,0,93.72,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
105,68f24604b498e3d7cc23dc62,117,1863,173,1,889.52,0.09,2024-07-14T05:50:04,Greenstad,56,0,60.44,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
106,68f24604b498e3d7cc23dc63,118,3790,395,4,901.22,0.28,2024-05-07T01:55:21,Brendafurt,26,2,23.65,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
107,68f24604b498e3d7cc23dc70,131,7668,799,1,455.58,0.05,2024-03-04T01:55:52,Port Michael,61,2,8.08,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
108,68f24604b498e3d7cc23dc74,135,4627,597,1,436.21,0.17,2023-10-01T13:08:01,Jeremymouth,41,0,30.42,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
109,68f24604b498e3d7cc23dc79,140,2306,353,4,848.22,0.23,2024-07-09T05:21:31,Susanton,61,1,76.53,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
110,68f24604b498e3d7cc23dc7e,145,6575,310,1,958.71,0.1,2024-05-05T09:27:05,West Elizabeth,68,2,5.91,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
111,68f24604b498e3d7cc23dcd0,227,5499,540,4,199.38,0.22,2024-02-05T22:36:28,Maryville,35,2,72.63,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
112,68f24604b498e3d7cc23dcd6,233,9445,532,1,914.47,0.09,2024-01-13T13:40:52,Natalietown,47,1,49.57,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
113,68f24604b498e3d7cc23dcf3,262,4354,469,2,130.45,0.04,2023-10-24T07:45:52,Greeneshire,53,1,68.75,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
114,68f24604b498e3d7cc23dd0c,287,7102,679,2,780.89,0.24,2024-01-01T17:44:45,Webbtown,63,0,21.07,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
115,68f24604b498e3d7cc23dd37,330,6919,453,4,911.15,0.05,2024-02-18T22:54:09,North Christophertown,51,1,68.27,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
116,68f24604b498e3d7cc23dd4f,354,8987,524,2,132.08,0.22,2024-01-24T01:21:43,Fuenteston,21,0,62.36,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
117,68f24604b498e3d7cc23dd64,375,1559,480,2,218.58,0.12,2023-10-20T12:01:14,Brownshire,53,0,60.42,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
118,68f24604b498e3d7cc23dd8d,416,9002,958,2,738.5,0.14,2024-02-10T11:52:51,Lake Gregoryberg,51,2,37.19,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
119,68f24604b498e3d7cc23dd92,421,5380,277,3,639.78,0.2,2023-12-09T13:47:16,Ryanberg,66,0,67.62,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
120,68f24604b498e3d7cc23dd94,423,6726,513,1,173.77,0.12,2023-09-06T10:32:26,New Bettyland,52,0,57.13,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
121,68f24604b498e3d7cc23dd97,426,3082,541,4,610.47,0.06,2023-10-10T12:58:24,West Danielleland,45,0,57.54,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
122,68f24604b498e3d7cc23dda5,440,1728,814,3,970.08,0.11,2024-08-04T05:45:48,Gordonfort,18,2,3.24,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
123,68f24604b498e3d7cc23ddb5,456,4766,107,1,274.79,0.12,2024-01-11T08:31:17,Port Alexandraside,54,2,98.42,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
124,68f24604b498e3d7cc23ddc9,476,6486,966,3,517.51,0.04,2024-04-12T20:12:56,Anthonyport,42,1,45.97,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
125,68f24604b498e3d7cc23dbff,18,2184,384,2,439.07,0.26,2024-06-14T18:03:29,Ryanhaven,23,1,97.73,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
126,68f24604b498e3d7cc23dc03,22,9666,797,4,6.58,0.04,2024-04-05T20:50:36,Sextonberg,54,1,88.02,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
127,68f24604b498e3d7cc23dc13,38,6393,907,1,330.09,0.21,2024-08-17T13:48:43,North Adam,37,2,1.59,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
128,68f24604b498e3d7cc23dc2d,64,8869,248,1,66.16,0.02,2023-11-24T14:49:38,West Cindyborough,62,2,34.31,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
129,68f24604b498e3d7cc23dc3d,80,9006,947,4,535.4,0.05,2024-08-31T10:02:50,Jenniferton,34,0,42.95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
130,68f24604b498e3d7cc23dc40,83,3027,956,1,272.53,0.06,2024-02-07T19:03:09,Myersshire,18,0,9.81,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
131,68f24604b498e3d7cc23dc4c,95,4104,888,2,656.07,0.24,2024-02-16T18:16:23,East Juanhaven,48,1,28.13,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
132,68f24604b498e3d7cc23dc52,101,6056,923,2,453.03,0.15,2023-11-13T16:13:45,New Sean,65,2,5.16,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
133,68f24604b498e3d7cc23dc97,170,7528,979,2,810.5,0.2,2023-10-19T18:12:35,North Amy,32,1,21.28,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
134,68f24604b498e3d7cc23dca5,184,3931,932,3,360.21,0.0,2024-05-07T04:56:04,West Aaron,66,0,72.16,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
135,68f24604b498e3d7cc23dcc3,214,5061,237,2,110.57,0.09,2023-11-19T03:22:04,Jeremyborough,32,0,60.31,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
136,68f24604b498e3d7cc23dcc5,216,7287,832,3,806.98,0.07,2024-08-19T15:32:37,Caseyfurt,18,1,30.74,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
137,68f24604b498e3d7cc23dcd2,229,7197,403,4,624.42,0.25,2024-07-28T01:29:59,Ramirezberg,33,0,92.99,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
138,68f24604b498e3d7cc23dcd5,232,5199,505,1,811.02,0.26,2024-06-21T12:14:10,East Christine,18,1,60.12,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
139,68f24604b498e3d7cc23dcf5,264,5893,869,2,444.87,0.07,2023-12-01T06:17:13,Meganchester,20,1,32.05,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
140,68f24604b498e3d7cc23dcf8,267,8996,714,4,126.28,0.04,2023-10-26T06:03:34,Ellisview,29,2,89.95,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
141,68f24604b498e3d7cc23dcfb,270,8679,157,2,558.72,0.13,2024-08-23T03:26:32,Villegasburgh,59,0,90.56,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
